,Item_Outlet_Sales
784,1757.712
785,966.7416
786,1958.1178
787,129.1652
788,365.5242
789,1783.6782
790,2790.3678
791,2328.3026
792,2822.992
793,2045.3376
794,505.3422
795,3095.97
796,5141.3076
797,808.947
798,2665.8632
799,2588.6304
800,1108.557
801,1304.968
802,331.5684
803,3235.788
804,3089.312
805,3355.632
806,2037.348
807,1867.569
808,898.83
809,7759.899
810,2848.2924
811,2868.9322
812,3617.9572
813,5243.8408
814,2109.2544
815,721.0614
816,1203.1006
817,1868.2348
818,322.2472
819,3942.8676
820,3195.84
821,3338.3212
822,4086.0146
823,1856.2504
824,1380.8692
825,1267.0174
826,5182.5872
827,147.1418
828,58.5904
829,5367.6796
830,1358.232
831,5976.2208
832,2251.7356
833,181.7634
834,5443.5808
835,1547.3192
836,145.8102
837,5063.409
838,3067.3406
839,2857.6136
840,1406.1696
841,178.4344
842,1470.0864
843,2896.23
844,6515.5188
845,996.0368
846,948.0992
847,87.2198
848,1178.466
849,565.2642
850,2137.8838
851,547.2876
852,2691.8294
853,3057.3536
854,588.5672
855,978.726
856,2356.932
857,3086.6488
858,461.3994
859,2696.49
860,1649.8524
861,126.502
862,2014.7108
863,1707.777
864,932.12
865,2157.192
866,4643.955
867,1280.9992
868,2366.919
869,886.8456
870,958.752
871,1150.5024
872,2641.8944
873,1547.985
874,619.194
875,2808.3444
876,2266.3832
877,1929.4884
878,1054.6272
879,1155.8288
880,1174.4712
881,3412.8908
882,300.9416
883,387.4956
884,2942.836
885,4098.6648
886,452.744
887,3211.8192
888,2620.5888
889,1414.1592
890,1565.9616
891,1043.9744
892,3115.944
893,729.051
894,2956.152
895,527.3136
896,1058.622
897,1320.9472
898,3047.3666
899,1725.7536
900,143.147
901,446.7518
902,585.904
903,6331.758
904,1853.5872
905,2247.075
906,33.29
907,445.4202
908,657.8104
909,223.7088
910,727.0536
911,218.3824
912,2665.8632
913,591.2304
914,2311.6576
915,7017.532
916,895.501
917,4655.2736
918,198.4084
919,451.4124
920,50.6008
921,615.1992
922,876.1928
923,2454.1388
924,251.6724
925,4102.6596
926,2696.49
927,1569.9564
928,189.753
929,3099.9648
930,743.0328
931,1611.9018
932,1215.7508
933,367.5216
934,3150.5656
935,7370.406
936,2954.8204
937,643.1628
938,89.2172
939,4940.236
940,735.709
941,1170.4764
942,1135.189
943,3823.0236
944,1549.9824
945,114.5176
946,1033.3216
947,4561.3958
948,2416.854
949,2133.2232
950,1482.7366
951,2892.2352
952,984.7182
953,745.696
954,1323.6104
955,1547.3192
956,647.1576
957,1798.9916
958,1973.4312
959,1737.738
960,1864.24
961,1516.0266
962,5060.08
963,2157.192
964,5400.9696
965,5469.547
966,174.4396
967,1278.336
968,1917.504
969,1017.3424
970,1998.7316
971,615.1992
972,314.2576
973,123.173
974,1020.6714
975,1222.4088
976,474.0496
977,1506.0396
978,762.341
979,1277.0044
980,3547.3824
981,6042.135
982,384.8324
983,1223.0746
984,2182.4924
985,1478.076
986,1418.154
987,5061.4116
988,2888.2404
989,5518.1504
990,741.0354
991,9133.4444
992,1857.582
993,2836.308
994,2982.784
995,167.7816
996,1150.5024
997,9275.9256
998,5038.1086
999,2115.9124
1000,1885.5456
1001,703.0848
1002,2656.542
1003,713.0718
1004,1691.7978
1005,2157.192
1006,2561.9984
1007,2059.9852
1008,1334.2632
1009,10236.675
1010,692.432
1011,1488.7288
1012,6622.7126
1013,3139.9128
1014,1614.565
1015,585.904
1016,5602.707
1017,703.0848
1018,1012.6818
1019,3131.9232
1020,258.3304
1021,4027.4242
1022,352.874
1023,2418.1856
1024,2061.3168
1025,146.476
1026,4207.856
1027,830.9184
1028,145.8102
1029,1198.44
1030,87.2198
1031,1960.781
1032,2929.52
1033,2253.0672
1034,75.9012
1035,2190.482
1036,1693.7952
1037,3661.9
1038,862.8768
1039,1850.924
1040,6351.732
1041,3542.056
1042,3611.2992
1043,7152.0236
1044,6048.793
1045,2187.153
1046,759.012
1047,1451.444
1048,958.752
1049,1808.3128
1050,1099.2358
1051,1810.976
1052,2311.6576
1053,1330.2684
1054,1418.154
1055,2874.9244
1056,2345.6134
1057,3912.2408
1058,1274.3412
1059,5712.564
1060,5390.3168
1061,1160.4894
1062,5510.8266
1063,568.5932
1064,179.766
1065,143.8128
1066,2633.9048
1067,6183.9504
1068,2702.4822
1069,4843.695
1070,952.7598
1071,1985.4156
1072,2061.3168
1073,1025.332
1074,3013.4108
1075,809.6128
1076,623.1888
1077,1088.583
1078,217.0508
1079,2931.5174
1080,4555.4036
1081,490.6946
1082,1584.604
1083,782.9808
1084,5778.4782
1085,5173.266
1086,4420.912
1087,1522.0188
1088,932.12
1089,1006.6896
1090,1765.7016
1091,2503.408
1092,7296.5022
1093,2684.5056
1094,2163.1842
1095,3383.5956
1096,2241.0828
1097,3415.554
1098,5259.82
1099,1957.452
1100,5353.6978
1101,4832.3764
1102,1450.1124
1103,5350.3688
1104,2934.8464
1105,360.8636
1106,708.4112
1107,2220.443
1108,1606.5754
1109,868.869
1110,2237.088
1111,705.748
1112,1544.656
1113,6767.1912
1114,1078.596
1115,4029.4216
1116,1018.674
1117,3700.5164
1118,2024.032
1119,767.0016
1120,1482.0708
1121,593.2278
1122,1125.202
1123,1570.6222
1124,2141.2128
1125,2157.192
1126,3428.2042
1127,6872.3876
1128,1506.0396
1129,174.4396
1130,122.5072
1131,211.7244
1132,1901.5248
1133,2684.5056
1134,294.2836
1135,1139.8496
1136,1012.016
1137,1966.7732
1138,7472.2734
1139,2399.5432
1140,1637.868
1141,1350.2424
1142,3747.1224
1143,1593.9252
1144,261.6594
1145,4889.6352
1146,805.618
1147,1438.128
1148,1146.5076
1149,1171.808
1150,3038.7112
1151,2277.036
1152,2008.0528
1153,649.155
1154,4364.319
1155,1821.6288
1156,708.4112
1157,3048.6982
1158,1443.4544
1159,153.7998
1160,3129.26
1161,509.337
1162,3486.1288
1163,1341.587
1164,4819.0604
1165,759.012
1166,659.142
1167,1737.738
1168,2519.3872
1169,1537.998
1170,2250.404
1171,5704.5744
1172,2251.7356
1173,5404.9644
1174,2265.0516
1175,990.7104
1176,339.558
1177,347.5476
1178,796.2968
1179,303.6048
1180,2190.482
1181,2444.8176
1182,366.19
1183,792.302
1184,1713.7692
1185,822.263
1186,1488.063
1187,2336.958
1188,778.986
1189,1605.9096
1190,2328.3026
1191,3717.8272
1192,121.1756
1193,1571.288
1194,5351.0346
1195,1166.4816
1196,3661.9
1197,3829.0158
1198,1177.1344
1199,519.324
1200,1151.1682
1201,3383.5956
1202,2233.0932
1203,2631.2416
1204,165.1184
1205,571.2564
1206,6040.1376
1207,1358.232
1208,1238.388
1209,169.779
1210,2832.979
1211,2624.5836
1212,3257.7594
1213,1796.3284
1214,1713.7692
1215,2982.784
1216,1303.6364
1217,2897.5616
1218,918.804
1219,866.8716
1220,2884.2456
1221,221.0456
1222,1618.5598
1223,296.9468
1224,241.0196
1225,202.4032
1226,426.112
1227,2647.2208
1228,2503.408
1229,2812.3392
1230,372.848
1231,2612.5992
1232,4845.0266
1233,159.792
1234,872.198
1235,3235.788
1236,841.5712
1237,1379.5376
1238,3559.3668
1239,4244.475
1240,3415.554
1241,3115.944
1242,3769.7596
1243,1186.4556
1244,1540.6612
1245,2552.6772
1246,1619.2256
1247,829.5868
1248,1166.4816
1249,1665.8316
1250,2876.256
1251,2702.4822
1252,189.0872
1253,2956.152
1254,8132.0812
1255,1541.9928
1256,3635.268
1257,4346.3424
1258,466.06
1259,169.1132
1260,5851.0504
1261,2681.8424
1262,3828.35
1263,2373.577
1264,1096.5726
1265,2167.8448
1266,1845.5976
1267,1884.214
1268,147.8076
1269,3425.541
1270,1853.5872
1271,673.7896
1272,172.4422
1273,540.6296
1274,2732.4432
1275,1162.4868
1276,1228.401
1277,874.8612
1278,1917.504
1279,731.0484
1280,790.9704
1281,4264.449
1282,1480.0734
1283,1581.275
1284,3014.7424
1285,4965.5364
1286,438.0964
1287,282.965
1288,1834.9448
1289,1065.28
1290,4189.2136
1291,161.7894
1292,3327.6684
1293,2925.5252
1294,5382.993
1295,1571.288
1296,1427.4752
1297,2695.1584
1298,314.2576
1299,2960.1468
1300,1158.492
1301,3502.108
1302,3008.0844
1303,253.004
1304,866.8716
1305,1151.1682
1306,2768.3964
1307,3364.9532
1308,343.5528
1309,2546.685
1310,1127.8652
1311,67.9116
1312,4402.2696
1313,1901.5248
1314,739.038
1315,1413.4934
1316,2993.4368
1317,1721.093
1318,2864.2716
1319,503.3448
1320,3582.004
1321,575.2512
1322,3149.234
1323,3374.2744
1324,567.2616
1325,288.9572
1326,3358.2952
1327,3663.2316
1328,5321.0736
1329,3511.4292
1330,1744.396
1331,2536.698
1332,1957.452
1333,1911.5118
1334,4098.6648
1335,1653.8472
1336,1981.4208
1337,146.476
1338,3374.2744
1339,2380.9008
1340,1850.924
1341,5909.6408
1342,2207.127
1343,2021.3688
1344,5345.7082
1345,2931.5174
1346,1454.1072
1347,2874.9244
1348,6353.0636
1349,4567.388
1350,369.519
1351,89.883
1352,2356.932
1353,2463.46
1354,1921.4988
1355,1066.6116
1356,644.4944
1357,2428.8384
1358,2516.724
1359,965.41
1360,4563.3932
1361,2700.4848
1362,1581.9408
1363,6165.9738
1364,476.047
1365,2450.144
1366,345.5502
1367,1853.5872
1368,4471.5128
1369,1985.4156
1370,5954.2494
1371,1867.569
1372,2269.0464
1373,5426.27
1374,2518.7214
1375,958.752
1376,1151.1682
1377,2432.8332
1378,1647.855
1379,5816.4288
1380,1575.2828
1381,792.302
1382,639.168
1383,2988.1104
1384,1747.725
1385,2410.8618
1386,3691.1952
1387,1989.4104
1388,2087.283
1389,351.5424
1390,2501.4106
1391,829.5868
1392,1358.232
1393,6897.688
1394,1034.6532
1395,1964.11
1396,1946.7992
1397,1480.0734
1398,5191.2426
1399,1808.9786
1400,3395.58
1401,5201.2296
1402,768.999
1403,2348.9424
1404,1597.92
1405,2492.7552
1406,796.2968
1407,4500.808
1408,3078.6592
1409,5697.9164
1410,679.116
1411,928.791
1412,3663.2316
1413,1304.968
1414,3420.8804
1415,3844.995
1416,3761.77
1417,2768.3964
1418,4570.0512
1419,3020.0688
1420,958.752
1421,2375.5744
1422,852.224
1423,145.8102
1424,270.3148
1425,251.6724
1426,1142.5128
1427,1347.5792
1428,5366.348
1429,711.0744
1430,1661.8368
1431,3415.554
1432,1655.1788
1433,843.5686
1434,146.476
1435,1347.5792
1436,3701.1822
1437,6018.1662
1438,1885.5456
1439,2246.4092
1440,4436.8912
1441,833.5816
1442,2181.1608
1443,1491.392
1444,884.1824
1445,436.7648
1446,1323.6104
1447,141.1496
1448,2647.2208
1449,149.1392
1450,11445.102
1451,1346.2476
1452,773.6596
1453,3731.809
1454,107.8596
1455,5887.6694
1456,351.5424
1457,2826.321
1458,5954.9152
1459,2332.9632
1460,4247.804
1461,3914.904
1462,115.8492
1463,788.973
1464,1923.4962
1465,4074.696
1466,2817.6656
1467,6064.1064
1468,205.0664
1469,2863.6058
1470,2213.1192
1471,1274.3412
1472,2109.2544
1473,1593.9252
1474,2625.9152
1475,4823.721
1476,119.844
1477,540.6296
1478,4211.185
1479,4492.8184
1480,1188.453
1481,175.7712
1482,4138.6128
1483,3579.3408
1484,3848.324
1485,4960.21
1486,5383.6588
1487,2241.0828
1488,671.1264
1489,177.7686
1490,486.034
1491,2380.235
1492,201.0716
1493,651.8182
1494,3968.168
1495,4187.2162
1496,170.4448
1497,3078.6592
1498,4394.28
1499,2577.9776
1500,2628.5784
1501,222.3772
1502,1707.777
1503,1278.336
1504,5522.811
1505,4013.4424
1506,7646.0472
1507,1768.3648
1508,5626.01
1509,3078.6592
1510,3874.956
1511,1713.7692
1512,1492.7236
1513,4006.7844
1514,3368.948
1515,1245.046
1516,95.2094
1517,2388.8904
1518,575.2512
1519,3755.112
1520,1182.4608
1521,262.3252
1522,1342.2528
1523,5478.2024
1524,4629.9732
1525,1644.526
1526,1258.362
1527,729.7168
1528,2220.443
1529,3749.7856
1530,236.359
1531,2043.3402
1532,1641.8628
1533,1943.4702
1534,4923.591
1535,2554.0088
1536,2320.9788
1537,808.947
1538,1330.2684
1539,2475.4444
1540,716.4008
1541,3091.9752
1542,1605.9096
1543,78.5644
1544,3410.2276
1545,677.1186
1546,2050.664
1547,829.5868
1548,660.4736
1549,1229.0668
1550,2727.7826
1551,2330.3
1552,1304.968
1553,483.3708
1554,4153.9262
1555,187.0898
1556,3877.6192
1557,1462.0968
1558,1765.0358
1559,3554.7062
1560,167.7816
1561,446.7518
1562,3101.2964
1563,1898.8616
1564,6179.9556
1565,6668.6528
1566,1342.2528
1567,3095.97
1568,2173.1712
1569,1677.816
1570,5285.1204
1571,2804.3496
1572,1773.6912
1573,4660.6
1574,126.502
1575,171.7764
1576,1603.2464
1577,2133.2232
1578,372.848
1579,1867.569
1580,319.584
1581,4221.172
1582,1031.99
1583,1808.3128
1584,1099.9016
1585,1102.5648
1586,2696.49
1587,1235.059
1588,74.5696
1589,4950.8888
1590,435.4332
1591,2220.443
1592,3110.6176
1593,4514.124
1594,3889.6036
1595,1288.9888
1596,1733.0774
1597,1893.5352
1598,1225.072
1599,2463.46
1600,1043.9744
1601,6574.775
1602,1679.1476
1603,2404.2038
1604,972.068
1605,277.6386
1606,1904.188
1607,419.454
1608,4809.7392
1609,1787.0072
1610,2656.542
1611,6942.9624
1612,2375.5744
1613,4288.4178
1614,990.7104
1615,3511.4292
1616,549.285
1617,311.5944
1618,571.2564
1619,419.454
1620,1537.998
1621,3755.112
1622,1581.9408
1623,657.8104
1624,5528.1374
1625,2267.049
1626,718.3982
1627,7073.4592
1628,491.3604
1629,1052.6298
1630,263.6568
1631,628.5152
1632,1975.4286
1633,3861.64
1634,2816.334
1635,3131.9232
1636,4122.6336
1637,3056.022
1638,1478.076
1639,2626.581
1640,3306.3628
1641,793.6336
1642,211.7244
1643,1198.44
1644,153.7998
1645,3057.3536
1646,1537.998
1647,360.8636
1648,513.3318
1649,4257.1252
1650,7130.718
1651,109.857
1652,498.0184
1653,490.6946
1654,5522.811
1655,1657.842
1656,3455.502
1657,75.9012
1658,6771.186
1659,988.713
1660,918.804
1661,3399.5748
1662,1142.5128
1663,3560.6984
1664,2759.0752
1665,3653.9104
1666,512.666
1667,5608.6992
1668,1426.1436
1669,6201.927
1670,255.0014
1671,1078.596
1672,1024.6662
1673,1322.2788
1674,1231.73
1675,2007.387
1676,830.9184
1677,577.9144
1678,1277.0044
1679,2203.798
1680,495.3552
1681,545.2902
1682,5536.7928
1683,990.7104
1684,1474.0812
1685,2055.3246
1686,792.302
1687,649.8208
1688,1078.596
1689,1114.5492
1690,1294.3152
1691,1384.1982
1692,1869.5664
1693,992.7078
1694,2972.797
1695,2587.9646
1696,254.3356
1697,3910.9092
1698,2113.2492
1699,665.8
1700,7116.0704
1701,127.8336
1702,5326.4
1703,4677.245
1704,1845.5976
1705,6524.84
1706,3271.7412
1707,982.055
1708,85.8882
1709,6426.3016
1710,6769.8544
1711,481.3734
1712,3340.3186
1713,1058.622
1714,1491.392
1715,886.8456
1716,3795.06
1717,2490.092
1718,563.9326
1719,3129.26
1720,1230.3984
1721,3261.7542
1722,1197.7742
1723,2111.2518
1724,2055.9904
1725,1193.1136
1726,1761.7068
1727,2636.568
1728,790.9704
1729,2980.1208
1730,3419.5488
1731,834.9132
1732,3779.0808
1733,814.9392
1734,1114.5492
1735,866.8716
1736,2396.88
1737,1999.3974
1738,468.7232
1739,1342.2528
1740,218.3824
1741,614.5334
1742,1426.1436
1743,1537.998
1744,939.4438
1745,3418.883
1746,404.8064
1747,974.0654
1748,2406.867
1749,5626.01
1750,5956.9126
1751,6404.996
1752,216.385
1753,1158.492
1754,202.4032
1755,2342.9502
1756,2976.7918
1757,3131.9232
1758,108.5254
1759,4448.2098
1760,1442.1228
1761,2841.6344
1762,2876.256
1763,1001.3632
1764,982.7208
1765,3547.3824
1766,3125.931
1767,3142.576
1768,1398.18
1769,4427.57
1770,1956.1204
1771,3078.6592
1772,1018.674
1773,687.1056
1774,3787.0704
1775,2748.4224
1776,109.1912
1777,2609.936
1778,4516.7872
1779,2319.6472
1780,3629.2758
1781,2087.9488
1782,1557.972
1783,2364.9216
1784,4138.6128
1785,3171.8712
1786,2243.746
1787,724.3904
