,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,years_established,Item_Identifier_mean_ordinal
46,2.975529566236472,2,520,5.032412441332521,45,2002,2410,2785,5577,2.995732273553991,2789.3691
47,2.302585092994046,2,649,5.580569473383666,45,2002,2410,2785,5577,2.995732273553991,4625.6455
48,2.7631695003232895,2,648,4.104657863497165,46,1997,2388,2388,5577,3.2188758248682006,1018.674
49,2.533696813957432,2,682,5.282591358536507,19,1985,2388,2388,1083,3.6109179126442243,3511.4292
50,2.0001277349601105,2,520,4.9689879590762125,46,1997,2388,2388,5577,3.2188758248682006,2707.1428
51,2.3218974040264184,2,856,4.952408545083572,13,1987,932,3350,5577,3.5553480614894135,1938.1437999999998
52,2.292029579054529,2,649,4.762594359227531,13,1987,932,3350,5577,3.5553480614894135,1197.1084
53,2.388303968396583,2,1232,5.2800485024355295,17,2007,2410,2785,5577,2.70805020110221,2418.98456
54,2.4973291697865574,2,910,5.020392867098896,17,2007,2410,2785,5577,2.70805020110221,2901.936857142857
55,2.0674954706614352,2,1200,5.517616738463561,18,2009,2793,3350,928,2.5649493574615367,3325.9563428571428
56,2.2186598580562844,2,910,4.664968113245547,45,2002,2410,2785,5577,2.995732273553991,1678.6720285714287
57,2.1240563344387873,2,214,3.6389168529087312,49,1999,2793,2388,5577,3.1354942159291497,602.465775
58,2.714694743820879,2,1200,5.2704887167292345,46,1997,2388,2388,5577,3.2188758248682006,3142.5759999999996
59,2.533696813957432,2,649,5.19314794374192,19,1985,2388,2388,1083,3.6109179126442243,2752.9878857142858
60,2.302585092994046,2,1232,5.509041717858178,18,2009,2793,3350,928,2.5649493574615367,4949.29088
61,2.075684492802124,2,425,4.469939063927299,45,2002,2410,2785,5577,2.995732273553991,855.9968666666667
62,2.533696813957432,2,1232,3.6450529505733824,27,1985,2793,3350,935,3.6109179126442243,422.56106666666665
63,2.533696813957432,2,856,3.933181575763019,19,1985,2388,2388,1083,3.6109179126442243,443.4228
64,2.533696813957432,2,1200,5.544535050688847,27,1985,2793,3350,935,3.6109179126442243,3730.255466666667
65,2.8735646395797834,2,1200,5.222659116411064,10,1998,2410,3350,1083,3.1780538303479458,3793.918628571428
66,2.962692419475791,2,425,5.150824971066885,35,2004,2388,2785,5577,2.8903717578961645,2954.1546000000003
67,2.613739521630969,2,682,5.22587569764732,45,2002,2410,2785,5577,2.995732273553991,2796.36
68,2.8678989020441064,2,445,5.105051741307226,45,2002,2410,2785,5577,2.995732273553991,2110.4750333333336
69,2.1569811191352537,2,520,4.562690568369466,46,1997,2388,2388,5577,3.2188758248682006,1657.2871666666667
70,2.747270914255491,2,1200,5.136835546125502,46,1997,2388,2388,5577,3.2188758248682006,2533.7019
71,2.7631695003232895,2,648,4.0812930944773695,13,1987,932,3350,5577,3.5553480614894135,1018.674
72,2.9041650800285006,2,148,5.104444954745192,45,2002,2410,2785,5577,2.995732273553991,2302.3364
73,2.0611502717075845,2,649,5.245015741023422,17,2007,2410,2785,5577,2.70805020110221,1942.27176
74,2.057323736426217,2,910,5.538789113727471,49,1999,2793,2388,5577,3.1354942159291497,4239.909514285714
75,2.127040520479115,2,856,4.736352822443121,46,1997,2388,2388,5577,3.2188758248682006,1946.7992
76,2.553343811341229,2,1200,5.149482035193762,49,1999,2793,2388,5577,3.1354942159291497,3251.7672
77,2.533696813957432,2,648,4.499591868835464,19,1985,2388,2388,1083,3.6109179126442243,1506.8385600000001
78,2.9444389791664403,2,856,4.653600285341967,17,2007,2410,2785,5577,2.70805020110221,1905.5195999999999
79,1.7757994496493257,2,649,5.405132024428404,45,2002,2410,2785,5577,2.995732273553991,4420.912
80,2.048982334195127,2,1200,4.623697490601975,46,1997,2388,2388,5577,3.2188758248682006,1298.31
81,2.468099531471619,2,856,5.194812905133152,46,1997,2388,2388,5577,3.2188758248682006,2523.5722285714287
82,2.8183982582710754,2,1200,5.236205764724607,18,2009,2793,3350,928,2.5649493574615367,3567.3564
83,2.533696813957432,2,910,5.271016054257511,19,1985,2388,2388,1083,3.6109179126442243,2083.002857142857
84,2.533696813957432,2,648,5.143862307068658,27,1985,2793,3350,935,3.6109179126442243,1975.4286
85,2.740840023925201,2,1232,5.176165551657746,17,2007,2410,2785,5577,2.70805020110221,1310.56072
86,1.8008843770050555,2,1232,5.081354674308908,35,2004,2388,2785,5577,2.8903717578961645,3515.4240000000004
87,2.533696813957432,2,110,5.049618799630855,27,1985,2793,3350,935,3.6109179126442243,1564.6299999999999
88,1.8413429694168828,2,1200,4.560628783036043,46,1997,2388,2388,5577,3.2188758248682006,1347.2463
89,3.0373539482448106,2,425,4.764571059397477,49,1999,2793,2388,5577,3.1354942159291497,1816.3023999999998
90,3.0325462466767075,2,1232,4.805438073061108,10,1998,2410,3350,1083,3.1780538303479458,1970.768
91,2.1854893211177986,2,682,3.6867221287600773,49,1999,2793,2388,5577,3.1354942159291497,519.85664
92,2.975529566236472,2,445,4.010263433313676,45,2002,2410,2785,5577,2.995732273553991,860.4989428571429
93,2.9806186357439426,2,1232,4.058596479170013,35,2004,2388,2785,5577,2.8903717578961645,940.858625
94,2.2823823856765264,2,520,4.74100442502527,35,2004,2388,2785,5577,2.8903717578961645,2394.2168
95,2.533696813957432,2,856,4.78783668328323,19,1985,2388,2388,1083,3.6109179126442243,1608.30648
96,2.4973291697865574,2,856,5.5055185103214805,49,1999,2793,2388,5577,3.1354942159291497,3982.593666666666
97,2.169053700369523,2,1232,5.233542017368919,35,2004,2388,2785,5577,2.8903717578961645,3835.5786857142853
98,2.533696813957432,2,910,5.010440608479574,27,1985,2793,3350,935,3.6109179126442243,2901.936857142857
99,2.169053700369523,2,1232,5.235673582595068,46,1997,2388,2388,5577,3.2188758248682006,3835.5786857142853
100,2.5877640352277083,2,856,5.017748601099963,45,2002,2410,2785,5577,2.995732273553991,2407.5328
101,2.533696813957432,2,1200,5.184781299738976,27,1985,2793,3350,935,3.6109179126442243,1784.3439999999998
102,2.1174596088673567,2,1200,5.187959942668638,49,1999,2793,2388,5577,3.1354942159291497,3435.79432
103,2.8183982582710754,2,445,3.6579613784787415,13,1987,932,3350,5577,3.5553480614894135,622.9034571428572
104,2.9831534913471307,2,1200,5.357011655882708,18,2009,2793,3350,928,2.5649493574615367,3313.28712
105,2.8390784635086144,2,649,4.950062587598864,13,1987,932,3350,5577,3.5553480614894135,1625.5982571428572
106,2.3513752571634776,2,648,5.094492256703514,13,1987,932,3350,5577,3.5553480614894135,2881.8043333333335
107,1.8923586677841708,2,648,4.798347604112769,45,2002,2410,2785,5577,2.995732273553991,2088.8365333333336
108,2.533696813957432,2,445,5.4177523702868005,19,1985,2388,2388,1083,3.6109179126442243,4074.696
109,2.649714624089247,2,445,3.7236141586213893,13,1987,932,3350,5577,3.5553480614894135,591.8010857142857
110,2.5877640352277083,2,682,5.4490192489615294,46,1997,2388,2388,5577,3.2188758248682006,2982.784
111,2.1849270495258133,2,856,4.628902337483338,17,2007,2410,2785,5577,2.70805020110221,1416.8224
112,2.533696813957432,2,425,5.175793737011538,19,1985,2388,2388,1083,3.6109179126442243,2323.0871666666667
113,2.533696813957432,2,1200,4.801639522634766,27,1985,2793,3350,935,3.6109179126442243,2671.300566666667
114,2.2082744135228043,2,251,5.154478173471416,45,2002,2410,2785,5577,2.995732273553991,1707.27765
115,2.0149030205422647,2,856,5.476842559596939,49,1999,2793,2388,5577,3.1354942159291497,3463.4916000000003
116,2.8243506567983707,2,856,5.259824948123755,17,2007,2410,2785,5577,2.70805020110221,3519.7517000000003
117,2.0129010178715916,2,1200,4.691557034667174,35,2004,2388,2785,5577,2.8903717578961645,1547.3192
118,2.451005098112319,2,445,4.943892745874438,17,2007,2410,2785,5577,2.70805020110221,1843.6002
119,2.4553061800117097,2,1200,5.425255697628712,18,2009,2793,3350,928,2.5649493574615367,4110.6492
120,2.5649493574615367,2,910,3.8608012874263133,17,2007,2410,2785,5577,2.70805020110221,631.8442
121,2.5376572151735295,2,445,5.069267658174692,45,2002,2410,2785,5577,2.995732273553991,2192.9232666666667
122,3.0081547935525483,2,649,4.527338365833936,10,1998,2410,3350,1083,3.1780538303479458,1504.708
123,2.151762203259462,2,649,5.247829011267957,35,2004,2388,2785,5577,2.8903717578961645,3795.06
124,2.533696813957432,2,251,4.138670809669864,17,2007,2410,2785,5577,2.70805020110221,928.7909999999999
125,2.8735646395797834,2,856,4.554308377444502,35,2004,2388,2785,5577,2.8903717578961645,1048.1594285714286
126,2.649714624089247,2,445,4.4119203322880205,46,1997,2388,2388,5577,3.2188758248682006,1421.483
127,2.9575110607337933,2,682,3.9664278539064672,17,2007,2410,2785,5577,2.70805020110221,746.1398666666666
128,2.1838015570040787,2,214,5.02235435685023,13,1987,932,3350,5577,3.5553480614894135,1764.2748857142856
129,3.0204248861443626,2,910,3.695909684035137,45,2002,2410,2785,5577,2.995732273553991,798.7380666666667
130,2.533696813957432,2,649,5.19627135185804,27,1985,2793,3350,935,3.6109179126442243,4998.29376
131,2.6026896854443837,2,910,5.0769971519446875,46,1997,2388,2388,5577,3.2188758248682006,1890.872
132,2.533696813957432,2,520,5.4136101930946925,27,1985,2793,3350,935,3.6109179126442243,3375.606
133,2.1849270495258133,2,856,4.622043035477465,10,1998,2410,3350,1083,3.1780538303479458,1416.8224
134,2.0611502717075845,2,649,5.239197736662897,18,2009,2793,3350,928,2.5649493574615367,1942.27176
135,1.9789303600834471,2,910,4.754014239116332,46,1997,2388,2388,5577,3.2188758248682006,2123.902
136,2.533696813957432,2,148,5.108684748961584,27,1985,2793,3350,935,3.6109179126442243,2302.3364
137,1.9344157696295783,2,682,4.104050638825186,45,2002,2410,2785,5577,2.995732273553991,844.9002
138,2.2300144001592104,2,1232,4.5088486949809345,17,2007,2410,2785,5577,2.70805020110221,1412.6056666666666
139,2.917770732084279,2,169,4.883774177066498,10,1998,2410,3350,1083,3.1780538303479458,1563.1081714285715
140,2.081938421878423,2,910,5.040823024734459,35,2004,2388,2785,5577,2.8903717578961645,1908.5157
141,2.2186598580562844,2,910,4.655503920144942,17,2007,2410,2785,5577,2.70805020110221,1678.6720285714287
142,2.5494451709255714,2,169,4.659599657427325,45,2002,2410,2785,5577,2.995732273553991,1222.0093200000001
143,2.8094026953624978,2,910,5.179727505495562,49,1999,2793,2388,5577,3.1354942159291497,1855.71776
144,2.6390573296152584,2,856,3.971498732223255,35,2004,2388,2785,5577,2.8903717578961645,1020.8933333333334
145,2.9231615807191558,2,856,5.5068758712877,49,1999,2793,2388,5577,3.1354942159291497,3881.7471600000003
146,2.772588722239781,2,148,5.424246686501705,35,2004,2388,2785,5577,2.8903717578961645,4455.7999199999995
147,2.8678989020441064,2,520,5.079489489301429,35,2004,2388,2785,5577,2.8903717578961645,2588.6304
148,3.056356895370426,2,1200,5.183114125358493,35,2004,2388,2785,5577,2.8903717578961645,2787.7046
149,1.9789303600834471,2,910,4.7668569693482885,35,2004,2388,2785,5577,2.8903717578961645,2123.902
150,2.681021528714291,2,445,3.9193798771617074,17,2007,2410,2785,5577,2.70805020110221,1022.3359
151,2.6282852326333477,2,856,5.084635165169171,18,2009,2793,3350,928,2.5649493574615367,2642.5602
152,2.613739521630969,2,856,5.286460349122755,18,2009,2793,3350,928,2.5649493574615367,3050.885828571428
153,2.533696813957432,2,445,3.443298557680791,27,1985,2793,3350,935,3.6109179126442243,491.02750000000003
154,1.9967390499145936,2,1232,5.421295771758401,46,1997,2388,2388,5577,3.2188758248682006,3219.5128888888885
155,2.9096295745005794,2,910,5.409745139121844,18,2009,2793,3350,928,2.5649493574615367,2692.4952
156,1.698364121628502,2,648,4.887054986685767,18,2009,2793,3350,928,2.5649493574615367,2154.814142857143
157,2.9231615807191558,2,110,4.603526836428571,17,2007,2410,2785,5577,2.70805020110221,1072.3818666666666
158,2.6282852326333477,2,445,4.948159710306136,17,2007,2410,2785,5577,2.70805020110221,1965.1562571428572
159,2.6390573296152584,2,856,5.040618601691907,13,1987,932,3350,5577,3.5553480614894135,3243.7776
160,2.6390573296152584,2,1200,4.003033043771509,13,1987,932,3350,5577,3.5553480614894135,1025.3319999999999
161,2.533696813957432,2,1232,4.574807881024677,27,1985,2793,3350,935,3.6109179126442243,642.66345
162,1.7757994496493257,2,649,5.405132024428404,18,2009,2793,3350,928,2.5649493574615367,4420.912
163,1.9837562915454279,2,445,4.73840478457362,46,1997,2388,2388,5577,3.2188758248682006,1347.2463
164,1.8172647596364169,2,425,5.368570776555711,46,1997,2388,2388,5577,3.2188758248682006,3195.84
165,2.970414465569701,2,445,5.4531640897951466,17,2007,2410,2785,5577,2.70805020110221,4273.294628571429
166,2.7212954278522306,2,649,5.379355271156478,17,2007,2410,2785,5577,2.70805020110221,3300.0007111111113
167,2.4973291697865574,2,649,4.828350536625198,18,2009,2793,3350,928,2.5649493574615367,1431.8029
168,2.533696813957432,2,910,5.292341546850945,27,1985,2793,3350,935,3.6109179126442243,2692.6854285714285
169,2.533696813957432,2,251,4.125833539312043,18,2009,2793,3350,928,2.5649493574615367,928.7909999999999
170,2.6741486494265287,2,169,5.104860036541683,35,2004,2388,2785,5577,2.8903717578961645,2260.391
171,2.8094026953624978,2,1232,5.153718093129681,17,2007,2410,2785,5577,2.70805020110221,2224.30464
172,2.468099531471619,2,425,5.020167055513274,13,1987,932,3350,5577,3.5553480614894135,2612.504085714286
173,2.5726122302071057,2,1232,5.186445699274553,13,1987,932,3350,5577,3.5553480614894135,2577.597142857143
174,2.8735646395797834,2,1232,4.746525640656566,10,1998,2410,3350,1083,3.1780538303479458,1991.027342857143
175,2.8820035082256483,2,251,5.281066420941333,10,1998,2410,3350,1083,3.1780538303479458,2887.17512
176,2.509599262378372,2,148,4.529157015480628,45,2002,2410,2785,5577,2.995732273553991,1362.8926
177,2.468099531471619,2,520,4.400134198710731,10,1998,2410,3350,1083,3.1780538303479458,1033.8764333333331
178,2.533696813957432,2,445,3.740313738561921,19,1985,2388,2388,1083,3.6109179126442243,504.2325333333333
179,2.4069451083182885,2,648,5.059173998080797,45,2002,2410,2785,5577,2.995732273553991,2444.8176
180,2.533696813957432,2,856,5.030866587671851,27,1985,2793,3350,935,3.6109179126442243,3243.7776
181,2.424802725718295,2,425,5.288986973493715,45,2002,2410,2785,5577,2.995732273553991,2768.3964
182,2.533696813957432,2,520,4.770209935547519,19,1985,2388,2388,1083,3.6109179126442243,2054.4685714285715
183,1.749199854809259,2,682,4.725772355261593,13,1987,932,3350,5577,3.5553480614894135,1832.2815999999998
184,2.533696813957432,2,648,5.424095908340622,27,1985,2793,3350,935,3.6109179126442243,3321.1055142857144
185,2.4292177439274116,2,1200,4.605186185860092,18,2009,2793,3350,928,2.5649493574615367,1796.3284
186,2.533696813957432,2,1232,5.110496315217453,19,1985,2388,2388,1083,3.6109179126442243,1452.664633333333
187,2.6390573296152584,2,520,4.870844351300589,49,1999,2793,2388,5577,3.1354942159291497,1752.7185
188,2.9831534913471307,2,856,5.191656005157162,45,2002,2410,2785,5577,2.995732273553991,2456.802
189,1.8756409532087572,2,910,4.443688365565556,49,1999,2793,2388,5577,3.1354942159291497,1431.47
190,2.33214389523559,2,425,4.644052380311877,49,1999,2793,2388,5577,3.1354942159291497,2025.3636
191,1.7544036826842861,2,1200,5.578811668759792,49,1999,2793,2388,5577,3.1354942159291497,3823.0236
192,2.47232786758114,2,1232,5.100796482993653,45,2002,2410,2785,5577,2.995732273553991,2110.4750333333336
193,2.7942278973432626,2,1232,3.914667505653054,18,2009,2793,3350,928,2.5649493574615367,630.6077142857142
194,2.533696813957432,2,910,5.2072848245914685,27,1985,2793,3350,935,3.6109179126442243,2897.5616
195,2.3513752571634776,2,1232,3.6274401255140383,46,1997,2388,2388,5577,3.2188758248682006,810.9444
196,2.9444389791664403,2,856,3.8726957265969446,46,1997,2388,2388,5577,3.2188758248682006,598.7761333333334
197,2.681021528714291,2,169,5.4758516492760885,49,1999,2793,2388,5577,3.1354942159291497,4470.58068
198,2.533696813957432,2,682,4.141854542225983,27,1985,2793,3350,935,3.6109179126442243,1015.47816
199,2.533696813957432,2,649,5.449449208551952,27,1985,2793,3350,935,3.6109179126442243,4334.358
200,2.9311937524164198,2,520,4.650411202233678,45,2002,2410,2785,5577,2.995732273553991,1576.6144
201,1.6601310267496185,2,648,5.0868973255499315,35,2004,2388,2785,5577,2.8903717578961645,4012.7765999999997
202,2.9041650800285006,2,1200,4.943179811649492,45,2002,2410,2785,5577,2.995732273553991,2431.121142857143
203,2.533696813957432,2,648,5.181429555058895,27,1985,2793,3350,935,3.6109179126442243,3564.0274000000004
204,2.714694743820879,2,425,5.492037050516579,46,1997,2388,2388,5577,3.2188758248682006,3918.0110666666665
205,2.740840023925201,2,648,4.401748376345966,10,1998,2410,3350,1083,3.1780538303479458,1583.2724
206,2.613739521630969,2,856,3.8229775611255215,49,1999,2793,2388,5577,3.1354942159291497,771.79536
207,2.7788192719904172,2,445,5.24377986804809,45,2002,2410,2785,5577,2.995732273553991,4490.4881
208,2.533696813957432,2,1200,4.676208164816696,19,1985,2388,2388,1083,3.6109179126442243,1814.7805714285714
209,2.553343811341229,2,856,3.681764200628335,10,1998,2410,3350,1083,3.1780538303479458,513.0464571428572
210,2.2512917986064953,2,445,3.49620448524049,35,2004,2388,2785,5577,2.8903717578961645,491.02750000000003
211,2.624668592163159,2,682,5.501993450393736,35,2004,2388,2785,5577,2.8903717578961645,2743.4289000000003
212,1.7544036826842861,2,1200,5.575027466448447,17,2007,2410,2785,5577,2.70805020110221,3823.0236
213,2.9806186357439426,2,910,4.565104155654893,45,2002,2410,2785,5577,2.995732273553991,1370.2164
214,2.6844403354630764,2,910,5.084846879929514,10,1998,2410,3350,1083,3.1780538303479458,3249.104
215,1.8976198599275322,2,1200,4.8680158730146825,10,1998,2410,3350,1083,3.1780538303479458,1726.9742333333334
216,1.809926773183504,2,1232,4.87746040934382,10,1998,2410,3350,1083,3.1780538303479458,1647.5221
217,2.613739521630969,2,856,5.561041566231076,10,1998,2410,3350,1083,3.1780538303479458,2936.178
218,2.8449093838194073,2,425,5.079276637137656,13,1987,932,3350,5577,3.5553480614894135,2246.4092
219,1.843719208158766,2,425,3.695909684035137,35,2004,2388,2785,5577,2.8903717578961645,662.887125
220,1.5851452198650557,2,648,3.96896650728728,49,1999,2793,2388,5577,3.1354942159291497,830.5189200000001
221,1.6910178994265233,2,648,4.481322044706937,17,2007,2410,2785,5577,2.70805020110221,1151.1682
222,2.7631695003232895,2,856,3.6176680520783964,46,1997,2388,2388,5577,3.2188758248682006,498.101625
223,2.0149030205422647,2,649,4.801618160116946,17,2007,2410,2785,5577,2.70805020110221,2135.125485714286
224,2.5376572151735295,2,445,5.084862973370509,13,1987,932,3350,5577,3.5553480614894135,2192.9232666666667
225,2.533696813957432,2,169,5.356378705961307,19,1985,2388,2388,1083,3.6109179126442243,2396.88
226,3.0325462466767075,2,1232,4.821675754562116,13,1987,932,3350,5577,3.5553480614894135,1970.768
227,2.533696813957432,2,682,5.024761711431156,19,1985,2388,2388,1083,3.6109179126442243,2182.1594999999998
228,2.1972245773362196,2,649,4.379077289628512,35,2004,2388,2785,5577,2.8903717578961645,1492.7236
229,2.533696813957432,2,649,5.203617600403381,27,1985,2793,3350,935,3.6109179126442243,2991.8388800000002
230,2.533696813957432,2,910,5.109892824366766,27,1985,2793,3350,935,3.6109179126442243,2631.2416000000003
231,2.533696813957432,2,64,5.138596870720847,27,1985,2793,3350,935,3.6109179126442243,2284.62612
232,2.6461747973841225,2,1232,4.459216816222007,45,2002,2410,2785,5577,2.995732273553991,1526.3465000000003
233,2.0215475632609334,2,649,5.026075478584134,35,2004,2388,2785,5577,2.8903717578961645,2411.8605
234,2.5649493574615367,2,910,3.8156442549054335,46,1997,2388,2388,5577,3.2188758248682006,671.1264
235,2.533696813957432,2,214,5.262092082613833,27,1985,2793,3350,935,3.6109179126442243,2961.8113
236,2.533696813957432,2,1200,4.777257888406549,19,1985,2388,2388,1083,3.6109179126442243,1644.65916
237,2.509599262378372,2,148,4.532388718253616,13,1987,932,3350,5577,3.5553480614894135,1362.8926
238,2.533696813957432,2,1200,4.69949078541013,27,1985,2793,3350,935,3.6109179126442243,1242.0499
239,2.533696813957432,2,520,4.381549020634453,27,1985,2793,3350,935,3.6109179126442243,1033.8764333333331
240,2.847812143477369,2,910,5.526935504926446,45,2002,2410,2785,5577,2.995732273553991,3775.086
241,2.7631695003232895,2,910,3.754461180923205,17,2007,2410,2785,5577,2.70805020110221,596.5568000000001
242,2.93651291389402,2,520,5.258456368456096,35,2004,2388,2785,5577,2.8903717578961645,3917.2343
243,2.7942278973432626,2,1232,5.427616942654439,17,2007,2410,2785,5577,2.70805020110221,3752.3655750000003
244,2.6461747973841225,2,682,5.434013664073944,35,2004,2388,2785,5577,2.8903717578961645,3593.7220800000005
245,2.0674954706614352,2,1200,5.517616738463561,35,2004,2388,2785,5577,2.8903717578961645,3325.9563428571428
246,2.4849066497880004,2,649,5.189604571608789,13,1987,932,3350,5577,3.5553480614894135,4998.29376
247,2.4973291697865574,2,1232,5.096538946674565,35,2004,2388,2785,5577,2.8903717578961645,2734.6625333333336
248,2.312535423847214,2,425,4.322369513427794,49,1999,2793,2388,5577,3.1354942159291497,1352.6836666666666
249,2.8622008809294686,2,856,5.570216795729624,17,2007,2410,2785,5577,2.70805020110221,4569.4686249999995
250,2.533696813957432,2,682,5.02410418004322,19,1985,2388,2388,1083,3.6109179126442243,957.0875
251,2.8390784635086144,2,1232,4.721962508828336,18,2009,2793,3350,928,2.5649493574615367,2056.9891
252,2.0521988052859617,2,1232,4.118240109272636,49,1999,2793,2388,5577,3.1354942159291497,1127.9761666666666
253,2.468099531471619,2,1200,4.8360469587183825,13,1987,932,3350,5577,3.5553480614894135,1689.8004
254,2.5764217586237734,2,1232,5.146775613842207,45,2002,2410,2785,5577,2.995732273553991,2650.264457142857
255,2.533696813957432,2,856,3.727609662373974,19,1985,2388,2388,1083,3.6109179126442243,261.4374666666667
256,2.1400661634962708,2,649,3.934418347164952,17,2007,2410,2785,5577,2.70805020110221,919.2034800000001
257,2.1569811191352537,2,520,4.567893981052709,13,1987,932,3350,5577,3.5553480614894135,1657.2871666666667
258,2.8678989020441064,2,425,4.708811023847286,45,2002,2410,2785,5577,2.995732273553991,1434.63255
259,2.2082744135228043,2,648,4.848400245869007,17,2007,2410,2785,5577,2.70805020110221,1887.543
260,2.5494451709255714,2,425,5.420271247678733,13,1987,932,3350,5577,3.5553480614894135,4191.37745
261,2.0320878452963655,2,445,4.558535497111807,35,2004,2388,2785,5577,2.8903717578961645,1418.154
